CATEGORIE;DATE;QUART;PDQ;LAT;LONG
Vol de véhicule à moteur;2017-11-24;soir;22;45.5194890349397;-73.5573029435187
Introduction;2017-11-24;soir;23;45.5446002074459;-73.5378268773504
Introduction;2017-11-24;nuit;23;45.5502105317966;-73.5326023101007
Méfait;2017-11-24;soir;23;45.5479399335961;-73.5430091736739
Méfait;2017-11-24;jour;23;45.5573334763489;-73.5297883619165
Vols qualifiés;2017-11-24;nuit;23;45.5424039211923;-73.5441496344803
Introduction;2017-11-24;soir;24;1;1
Introduction;2017-11-24;jour;24;1;1
Méfait;2017-11-24;jour;24;45.5054990061838;-73.6175339494034
Introduction;2017-11-24;jour;26;45.4999986381817;-73.6540136246926
Introduction;2017-11-24;nuit;26;45.4945535809197;-73.6253942580991
Vol dans / sur véhicule à moteur;2017-11-24;soir;26;45.5055015663233;-73.6282686196144
Introduction;2017-11-24;jour;27;45.5554000721505;-73.6450492047781
Vol dans / sur véhicule à moteur;2017-11-24;jour;27;45.5402676272741;-73.6498401549748
Vol dans / sur véhicule à moteur;2017-11-24;jour;27;45.5402676272741;-73.6498401549748
Vol de véhicule à moteur;2017-11-24;nuit;27;45.5462482799607;-73.663490661269
Introduction;2017-11-24;jour;30;45.5677919645698;-73.6024713440288
Introduction;2017-11-24;jour;30;45.5708742796365;-73.6363900117533
Méfait;2017-11-24;jour;30;45.5631697215661;-73.6101186732584
Méfait;2017-11-24;jour;30;45.5571357733532;-73.6021814257508
Vol dans / sur véhicule à moteur;2017-11-24;jour;30;45.5552299794745;-73.5978628239426
Introduction;2017-11-24;jour;38;45.5244527126641;-73.5958990667374
Vol dans / sur véhicule à moteur;2017-11-24;soir;38;45.5244527126641;-73.5958990667374
Vol de véhicule à moteur;2017-11-24;nuit;38;45.5062300273109;-73.5725576125123
Introduction;2017-11-24;jour;39;45.5822722431477;-73.6347016506663
Introduction;2017-11-24;soir;39;45.6105834957403;-73.6113474609481
Vol dans / sur véhicule à moteur;2017-11-24;jour;39;45.587631534266;-73.6414815877383
Vol dans / sur véhicule à moteur;2017-11-24;jour;39;45.5760141628636;-73.6364367162303
Vol de véhicule à moteur;2017-11-24;jour;39;45.587631534266;-73.6414815877383
Introduction;2017-11-24;soir;42;45.5793843722415;-73.5818735047739
Vol dans / sur véhicule à moteur;2017-11-24;jour;42;45.572122596432;-73.5937555107441
Introduction;2017-11-24;soir;44;45.5717883554247;-73.5716830805418
Introduction;2017-11-24;soir;44;45.5592628337673;-73.5716209613847
Introduction;2017-11-24;jour;44;45.5439254450649;-73.5571056214641
Introduction;2017-11-24;nuit;44;45.5543249187735;-73.5868999800711
Introduction;2017-11-24;nuit;44;45.5543249187735;-73.5868999800711
Méfait;2017-11-24;jour;44;45.5501190314788;-73.5773413395862
Vol de véhicule à moteur;2017-11-24;nuit;44;45.5459541477422;-73.5560263894875
Vol dans / sur véhicule à moteur;2017-11-24;nuit;45;45.6360463546315;-73.6018099669209
Vol dans / sur véhicule à moteur;2017-11-24;jour;45;45.6352567371241;-73.6077419996422
Vol dans / sur véhicule à moteur;2017-11-24;jour;45;45.6360463546315;-73.6018099669209
Vol dans / sur véhicule à moteur;2017-11-24;soir;45;45.6384505387611;-73.596815929556
Vol de véhicule à moteur;2017-11-24;soir;45;45.621846856133;-73.5867544813388
Vol de véhicule à moteur;2017-11-24;soir;45;45.6511782540352;-73.5677346891533
Vol dans / sur véhicule à moteur;2017-11-24;nuit;46;45.6058965667897;-73.5404495486597
Vol de véhicule à moteur;2017-11-24;soir;46;45.6090508847787;-73.5830332553037
Vol de véhicule à moteur;2017-11-24;jour;48;45.5737681946463;-73.545255408144
Vol de véhicule à moteur;2017-11-24;nuit;48;45.5950461767675;-73.5260346848977
Introduction;2017-11-24;soir;49;45.6307846024793;-73.507176316065
Introduction;2017-11-24;soir;49;45.6387487380331;-73.4984061559108
Introduction;2017-11-24;jour;49;45.6940092214275;-73.490482824132
Méfait;2017-11-24;jour;50;45.5153162602069;-73.5611000342012
Introduction;2017-11-23;soir;1;45.4468705821557;-73.8968478078771
Méfait;2017-11-23;jour;3;45.4619106500172;-73.8717176737803
Vol dans / sur véhicule à moteur;2017-11-23;jour;3;45.4756968741339;-73.8617390859811
Méfait;2017-11-23;jour;4;45.487218509485;-73.8000470556985
Introduction;2017-11-23;jour;5;45.447617759287;-73.8030346969828
Méfait;2017-11-23;jour;5;45.4473991751127;-73.8170778033248
Méfait;2017-11-23;nuit;7;45.483484311227;-73.6948639733438
Vol dans / sur véhicule à moteur;2017-11-23;jour;7;45.4865551264392;-73.690202711976
Vol dans / sur véhicule à moteur;2017-11-23;soir;7;45.4870519032256;-73.6958951925792
Vol de véhicule à moteur;2017-11-23;soir;7;45.4872789650764;-73.6898602876066
Introduction;2017-11-23;jour;8;45.4453654133078;-73.6441225270055
Introduction;2017-11-23;soir;8;45.4453654133078;-73.6441225270055
Introduction;2017-11-23;jour;8;45.4348936177911;-73.6702580002217
Méfait;2017-11-23;soir;8;45.442597814459;-73.6499623833399
Vols qualifiés;2017-11-23;jour;8;45.4349125730981;-73.6726173804603
Introduction;2017-11-23;soir;9;45.4819496909001;-73.6417748726859
Méfait;2017-11-23;jour;9;45.4660089881624;-73.6534457929373
Introduction;2017-11-23;soir;10;45.5090514852349;-73.7491301479627
Méfait;2017-11-23;soir;11;45.470346491012;-73.6382375100314
Introduction;2017-11-23;soir;12;45.491328187431;-73.5977557665336
Introduction;2017-11-23;nuit;12;45.4854092822287;-73.5885317122648
Méfait;2017-11-23;jour;13;45.4194816381991;-73.6384100582455
Méfait;2017-11-23;jour;13;45.4184360619241;-73.6322867188187
Vols qualifiés;2017-11-23;nuit;13;45.4257505102349;-73.6079253177256
Vols qualifiés;2017-11-23;nuit;13;45.439417703472;-73.6221575446364
Introduction;2017-11-23;jour;15;45.4712228975056;-73.5876691490882
Introduction;2017-11-23;jour;20;45.5031767478155;-73.5698074664686
Vol dans / sur véhicule à moteur;2017-11-23;jour;20;45.5011202581795;-73.5772803665221
Introduction;2017-11-23;jour;21;45.5022621241458;-73.5562844555831
Vol dans / sur véhicule à moteur;2017-11-23;jour;21;45.5098706673471;-73.5638225691963
Vol dans / sur véhicule à moteur;2017-11-23;soir;21;45.5098706673471;-73.5638225691963
Introduction;2017-11-23;soir;22;45.5255742536748;-73.5566776795389
Vol dans / sur véhicule à moteur;2017-11-23;jour;22;45.5383471558555;-73.5514863788551
Introduction;2017-11-23;jour;23;45.5567855341953;-73.5412904036948
Introduction;2017-11-23;jour;23;45.548008999238;-73.5429526846844
Introduction;2017-11-23;nuit;23;45.5567855341953;-73.5412904036948
Introduction;2017-11-23;nuit;23;45.5524335855225;-73.5547840708567
Introduction;2017-11-23;jour;26;45.4869817459928;-73.6262757121099
Méfait;2017-11-23;jour;26;45.4894765749176;-73.6229361109744
Méfait;2017-11-23;jour;26;45.5003390443526;-73.6310165337758
Introduction;2017-11-23;nuit;27;45.5364184463343;-73.6485173555583
Introduction;2017-11-23;jour;27;45.5658207318818;-73.6581901428008
Vol dans / sur véhicule à moteur;2017-11-23;jour;30;45.5575093423421;-73.5990313027557
Vol dans / sur véhicule à moteur;2017-11-23;jour;30;45.5575093423421;-73.5990313027557
Vol dans / sur véhicule à moteur;2017-11-23;nuit;30;45.5575093423421;-73.5990313027557
Vol dans / sur véhicule à moteur;2017-11-23;jour;30;45.5583467881974;-73.6050781317241
Vol dans / sur véhicule à moteur;2017-11-23;nuit;30;45.5583467881974;-73.6050781317241
Vol dans / sur véhicule à moteur;2017-11-23;soir;30;45.5683606566177;-73.6054305251442
Vol de véhicule à moteur;2017-11-23;jour;30;45.5781067835773;-73.6174213238089
Vol de véhicule à moteur;2017-11-23;jour;30;45.5677919645698;-73.6024713440288
Vol de véhicule à moteur;2017-11-23;nuit;30;45.5708044347047;-73.5996210548448
Méfait;2017-11-23;soir;31;45.549719923438;-73.6054327840495
Méfait;2017-11-23;nuit;33;45.5290923267421;-73.6230135223602
Méfait;2017-11-23;jour;33;45.5309748954964;-73.6431155344667
Introduction;2017-11-23;nuit;35;45.5415857572845;-73.5932391932828
Introduction;2017-11-23;jour;35;45.545169218584;-73.60464008225
Méfait;2017-11-23;jour;35;45.5255338279149;-73.6140411400372
Vols qualifiés;2017-11-23;soir;35;45.5306089706408;-73.6093985754482
Introduction;2017-11-23;soir;38;45.5283252341352;-73.5908122064895
Introduction;2017-11-23;soir;38;45.5145651606129;-73.5685112051588
Méfait;2017-11-23;jour;38;45.5357660461227;-73.5718645696974
Méfait;2017-11-23;jour;38;45.5269380706008;-73.5729457710375
Vol dans / sur véhicule à moteur;2017-11-23;soir;38;45.5201022289755;-73.586380336093
Vol dans / sur véhicule à moteur;2017-11-23;soir;38;45.5201022289755;-73.586380336093
Vols qualifiés;2017-11-23;soir;38;45.5195727754067;-73.5868504104678
Vols qualifiés;2017-11-23;soir;38;45.528202327532;-73.5756831326376
Introduction;2017-11-23;soir;39;45.590032619214;-73.6352576898834
Introduction;2017-11-23;jour;39;45.5946731649798;-73.6374125414676
Méfait;2017-11-23;jour;39;45.6053315909433;-73.6241917177939
Vol de véhicule à moteur;2017-11-23;jour;39;45.5839176983138;-73.6502031891582
Vols qualifiés;2017-11-23;jour;39;45.605400214473;-73.6235418280926
Introduction;2017-11-23;soir;42;45.5828115659787;-73.5700905973144
Introduction;2017-11-23;soir;42;45.5828115659787;-73.5700905973144
Vol de véhicule à moteur;2017-11-23;jour;42;45.5932743079959;-73.5922855285606
Méfait;2017-11-23;jour;44;45.5775219580101;-73.5715380234888
Vol dans / sur véhicule à moteur;2017-11-23;jour;44;45.5554617687322;-73.5907212366331
Vol de véhicule à moteur;2017-11-23;jour;44;45.5469686036846;-73.575585523
Vols qualifiés;2017-11-23;nuit;44;45.5665933903881;-73.5761975046491
Introduction;2017-11-23;soir;45;45.6617620825977;-73.5506687035342
Introduction;2017-11-23;soir;45;45.6522055444969;-73.5582836999646
Méfait;2017-11-23;jour;45;45.6360009595899;-73.5985977765223
Introduction;2017-11-23;soir;46;45.6037781818134;-73.5612071932417
Introduction;2017-11-23;jour;46;45.6096712962021;-73.5625914388562
Introduction;2017-11-23;jour;46;45.6096712962021;-73.5625914388562
Introduction;2017-11-23;nuit;46;45.6022905971879;-73.5598471999548
Méfait;2017-11-23;jour;46;45.6121672906735;-73.5858661790485
Méfait;2017-11-23;nuit;46;45.6077501769947;-73.5703091474465
Vol dans / sur véhicule à moteur;2017-11-23;jour;46;45.5940319208253;-73.5495860479827
Vol dans / sur véhicule à moteur;2017-11-23;jour;46;45.606733057418;-73.5864188315587
Introduction;2017-11-23;soir;48;45.5825461029378;-73.55937915522
Introduction;2017-11-23;soir;48;45.5977972735389;-73.5244566038059
Vol dans / sur véhicule à moteur;2017-11-23;soir;48;45.584473145876;-73.5536828374892
Vol de véhicule à moteur;2017-11-23;soir;48;45.6008467508381;-73.5201894322879
Introduction;2017-11-22;jour;1;45.426323188073;-73.8570786649165
Vol dans / sur véhicule à moteur;2017-11-22;soir;1;45.439900973702;-73.8402574521203
Introduction;2017-11-22;jour;3;45.511917579844;-73.8243624707982
Méfait;2017-11-22;soir;3;45.5044341215742;-73.8127395124468
Vol dans / sur véhicule à moteur;2017-11-22;nuit;3;45.5115053602929;-73.7998846069903
Introduction;2017-11-22;soir;4;45.4734568382565;-73.8350198849689
Introduction;2017-11-22;soir;4;45.4910950612879;-73.8005878878668
Vol dans / sur véhicule à moteur;2017-11-22;jour;4;45.4806192687716;-73.8027726956401
Vol dans / sur véhicule à moteur;2017-11-22;jour;5;45.4724028942963;-73.8098872783712
Introduction;2017-11-22;soir;7;45.498718633316;-73.6770075841711
Introduction;2017-11-22;soir;7;45.5235689771914;-73.6929305894197
Méfait;2017-11-22;soir;7;45.5082256615061;-73.6955761063693
Introduction;2017-11-22;jour;8;45.4390918077889;-73.7105242308708
Vol dans / sur véhicule à moteur;2017-11-22;soir;8;45.4377260552282;-73.6887725458532
Introduction;2017-11-22;soir;9;45.4791020440467;-73.6333240220925
Introduction;2017-11-22;soir;10;45.5382457938836;-73.6671670069122
Méfait;2017-11-22;soir;10;45.5260921324807;-73.7038246578247
Vol de véhicule à moteur;2017-11-22;jour;10;45.5396714064137;-73.7010360302607
Introduction;2017-11-22;soir;11;45.4564122653178;-73.6487011906179
Vols qualifiés;2017-11-22;soir;11;45.4579532854483;-73.6281959583963
Introduction;2017-11-22;jour;12;45.4929975985293;-73.6016009686051
Introduction;2017-11-22;jour;12;45.4819177749186;-73.6099005384376
Introduction;2017-11-22;jour;13;45.416259086936;-73.6150367678371
Vols qualifiés;2017-11-22;nuit;13;45.4257505102349;-73.6079253177256
Méfait;2017-11-22;soir;15;45.4626778313722;-73.5847038517202
Vol dans / sur véhicule à moteur;2017-11-22;jour;20;45.4986343906612;-73.574276293011
Vol dans / sur véhicule à moteur;2017-11-22;soir;20;45.5002049622656;-73.5856730658368
Vol dans / sur véhicule à moteur;2017-11-22;soir;21;45.5019163049802;-73.5551230901125
Vol dans / sur véhicule à moteur;2017-11-22;soir;21;45.5061990813526;-73.5556216666139
Introduction;2017-11-22;jour;23;45.5567855341953;-73.5412904036948
Introduction;2017-11-22;jour;23;45.5557624242285;-73.5328551965147
Introduction;2017-11-22;nuit;23;45.5549283977279;-73.5382239860179
Introduction;2017-11-22;soir;23;45.5382162943611;-73.5424664540977
Méfait;2017-11-22;nuit;23;45.5468201845425;-73.5514181965384
Méfait;2017-11-22;jour;23;45.5547362824677;-73.5467205747207
Vol dans / sur véhicule à moteur;2017-11-22;soir;23;45.5497772579183;-73.5550365959076
Introduction;2017-11-22;soir;24;1;1
Introduction;2017-11-22;soir;24;45.5157372533251;-73.6151668741093
Méfait;2017-11-22;jour;24;45.5250150474979;-73.6108373526926
Vol dans / sur véhicule à moteur;2017-11-22;jour;24;1;1
Introduction;2017-11-22;jour;26;45.4923491766542;-73.6331323496869
Introduction;2017-11-22;jour;26;45.4975518322262;-73.6321260256099
Méfait;2017-11-22;soir;26;45.5064978580982;-73.626684524446
Vols qualifiés;2017-11-22;nuit;26;45.4949519508581;-73.6191912758372
Vol de véhicule à moteur;2017-11-22;jour;27;45.5458718490244;-73.6394336989352
Vol de véhicule à moteur;2017-11-22;jour;27;45.5512433711736;-73.6397970090325
Introduction;2017-11-22;soir;30;45.5670603606276;-73.5944145464236
Vol de véhicule à moteur;2017-11-22;jour;30;45.5715700098278;-73.6251428959602
Vol de véhicule à moteur;2017-11-22;soir;30;45.5749819109757;-73.6070356070114
Vols qualifiés;2017-11-22;soir;30;45.5631961771606;-73.5904703579372
Introduction;2017-11-22;soir;31;45.5440105767883;-73.6154331964605
Introduction;2017-11-22;soir;31;45.5507635328648;-73.617260569844
Introduction;2017-11-22;jour;31;45.5482593633117;-73.611609237237
Vol de véhicule à moteur;2017-11-22;nuit;31;45.5492134306379;-73.6009729939986
Vols qualifiés;2017-11-22;soir;33;45.5296481743243;-73.6248967141607
Vol dans / sur véhicule à moteur;2017-11-22;jour;35;45.5363557932511;-73.6138136655315
Vol de véhicule à moteur;2017-11-22;jour;35;45.5435574825287;-73.6011975080548
Introduction;2017-11-22;soir;38;45.5197167284599;-73.5768189980616
Introduction;2017-11-22;nuit;38;45.5218675750984;-73.5938691369832
Méfait;2017-11-22;jour;38;45.5201022289755;-73.586380336093
Vol de véhicule à moteur;2017-11-22;soir;38;45.53185342686;-73.5852583491463
Introduction;2017-11-22;jour;39;45.6121575112881;-73.605794829957
Introduction;2017-11-22;soir;39;45.6073263991964;-73.629784964445
Vol dans / sur véhicule à moteur;2017-11-22;soir;39;45.5925647348747;-73.6241659530133
Introduction;2017-11-22;soir;42;45.5820322451856;-73.5741736301037
Introduction;2017-11-22;soir;42;45.5870484624853;-73.5646720657259
Introduction;2017-11-22;jour;42;45.584085530606;-73.5689324292999
Introduction;2017-11-22;soir;42;45.5808502263014;-73.576643039259
Méfait;2017-11-22;jour;42;45.5947247053747;-73.572710813866
Vol dans / sur véhicule à moteur;2017-11-22;jour;42;45.5899439763244;-73.6087233666382
Vol dans / sur véhicule à moteur;2017-11-22;jour;42;45.5929941920467;-73.608938326924
Vol de véhicule à moteur;2017-11-22;nuit;42;45.591286856654;-73.584977608201
Vol de véhicule à moteur;2017-11-22;nuit;42;45.5739686776951;-73.600431194197
Vol de véhicule à moteur;2017-11-22;jour;44;45.546073465033;-73.5681925189403
Introduction;2017-11-22;jour;45;45.627518285829;-73.6164741808401
Vol de véhicule à moteur;2017-11-22;jour;45;45.6297393946917;-73.5820579691405
Introduction;2017-11-22;soir;46;45.5910470214593;-73.5489575717041
Introduction;2017-11-22;jour;46;45.607130789565;-73.5431002555116
Vol dans / sur véhicule à moteur;2017-11-22;jour;46;45.5940319208253;-73.5495860479827
Vol de véhicule à moteur;2017-11-22;soir;46;45.5980831397673;-73.5656905031644
Méfait;2017-11-22;soir;48;45.5932321352439;-73.5140666190189
Méfait;2017-11-22;jour;48;45.5832786091833;-73.552547732847
Méfait;2017-11-22;jour;48;45.6043481352337;-73.515501547442
Méfait;2017-11-22;nuit;48;45.6021471355004;-73.5194169092449
Méfait;2017-11-22;soir;48;45.5938057450143;-73.5159473736525
Vol dans / sur véhicule à moteur;2017-11-22;jour;48;45.5816563081389;-73.5281341698189
Vols qualifiés;2017-11-22;jour;48;45.5747049805355;-73.5480580808822
Méfait;2017-11-22;soir;49;45.6407242930502;-73.5064999274217
Vol de véhicule à moteur;2017-11-22;jour;49;45.6422811416208;-73.4957013552444
Introduction;2017-11-21;soir;0;1;1
Vol dans / sur véhicule à moteur;2017-11-21;jour;3;45.5010170819809;-73.8387326563298
Vol de véhicule à moteur;2017-11-21;soir;3;45.4509875372944;-73.8902801285563
Vols qualifiés;2017-11-21;soir;3;45.4841173291884;-73.8666352448065
Vol de véhicule à moteur;2017-11-21;soir;5;45.4455559586939;-73.7259829674448
Vols qualifiés;2017-11-21;soir;5;45.4437936711129;-73.7408658383188
Introduction;2017-11-21;jour;7;45.4974710878621;-73.6806871203493
Introduction;2017-11-21;soir;7;45.5076647340632;-73.720909430652
Méfait;2017-11-21;soir;7;45.5037009931023;-73.6899386675631
Méfait;2017-11-21;jour;7;45.5178268684612;-73.682461288694
Vol dans / sur véhicule à moteur;2017-11-21;soir;7;45.5122576971673;-73.691681480745
Vol dans / sur véhicule à moteur;2017-11-21;jour;7;45.5217079547052;-73.6825330243126
Vol de véhicule à moteur;2017-11-21;jour;7;45.5242580650946;-73.7202889996493
Introduction;2017-11-21;jour;8;45.4378664808951;-73.6854469431453
Introduction;2017-11-21;jour;9;45.4667426255859;-73.6680507490816
Vol de véhicule à moteur;2017-11-21;jour;11;45.4730325223321;-73.6059969451514
Vol de véhicule à moteur;2017-11-21;nuit;12;45.4817128347394;-73.6072881850183
Introduction;2017-11-21;soir;15;45.4837712946983;-73.57961621338
Vol dans / sur véhicule à moteur;2017-11-21;jour;15;45.4848983985602;-73.5581911966549
Vol dans / sur véhicule à moteur;2017-11-21;jour;15;45.4795612389857;-73.5759622696371
Méfait;2017-11-21;jour;20;45.505274237407;-73.5647804561782
Vol dans / sur véhicule à moteur;2017-11-21;nuit;20;45.4987048476556;-73.5722999814983
