CATEGORIE;DATE;QUART;PDQ;LAT;LONG
Introduction;2017-08-03;jour;21;45.5180457122497;-73.5618014175494
Méfait;2017-08-03;jour;21;45.5150357186545;-73.5633107920424
Vol dans / sur véhicule à moteur;2017-08-03;soir;21;45.5121384141168;-73.5569783083182
Vol dans / sur véhicule à moteur;2017-08-03;jour;21;45.5207802730852;-73.565719377572
Introduction;2017-08-03;jour;22;45.52184772736;-73.5550997957096
Introduction;2017-08-03;soir;22;45.5324262869219;-73.5494248692363
Introduction;2017-08-03;soir;22;45.5336591266179;-73.5621098987225
Vol dans / sur véhicule à moteur;2017-08-03;soir;22;45.5224145670579;-73.560209846049
Introduction;2017-08-03;soir;23;45.5515586211968;-73.5394475515031
Vol dans / sur véhicule à moteur;2017-08-03;soir;23;45.5424348287078;-73.5578937756405
Introduction;2017-08-03;jour;24;45.5158822345241;-73.5944552433662
Introduction;2017-08-03;soir;24;1;1
Vol dans / sur véhicule à moteur;2017-08-03;soir;24;1;1
Introduction;2017-08-03;soir;26;45.5054433259264;-73.6332160759492
Vol de véhicule à moteur;2017-08-03;soir;26;45.5039973962186;-73.6226330890309
Méfait;2017-08-03;jour;27;45.5561358823097;-73.656708191681
Méfait;2017-08-03;soir;27;45.5481158042056;-73.6416588534345
Vol dans / sur véhicule à moteur;2017-08-03;jour;30;45.5762482562835;-73.6275245693782
Vol dans / sur véhicule à moteur;2017-08-03;soir;30;45.566481483094;-73.6154887813513
Vols qualifiés;2017-08-03;nuit;30;45.5634153530353;-73.5942175678662
Introduction;2017-08-03;soir;33;45.5291124367766;-73.640607967696
Introduction;2017-08-03;soir;35;45.5362523405691;-73.5937664346592
Introduction;2017-08-03;nuit;38;45.5206003372171;-73.5859247591214
Introduction;2017-08-03;soir;38;45.5201123911661;-73.5690786982449
Vol dans / sur véhicule à moteur;2017-08-03;soir;38;45.5150424176267;-73.5751110897515
Introduction;2017-08-03;jour;39;45.5814219637306;-73.6462508808798
Introduction;2017-08-03;jour;39;45.600438014532;-73.6201622662231
Vol dans / sur véhicule à moteur;2017-08-03;soir;42;45.5729197804549;-73.5870167128607
Introduction;2017-08-03;jour;44;45.5707841195639;-73.5649664437475
Méfait;2017-08-03;jour;44;45.5442442089915;-73.5809897773333
Vol dans / sur véhicule à moteur;2017-08-03;soir;44;45.5761114065532;-73.5633423963124
Vol dans / sur véhicule à moteur;2017-08-03;jour;44;45.5582286062094;-73.5912532435336
Vol de véhicule à moteur;2017-08-03;jour;44;45.5416198568582;-73.574795106294
Vols qualifiés;2017-08-03;soir;44;45.5402342426774;-73.559051610642
Méfait;2017-08-03;jour;45;45.6329371358798;-73.5972446390017
Vol dans / sur véhicule à moteur;2017-08-03;jour;45;45.6369507454003;-73.6066741403109
Vols qualifiés;2017-08-03;soir;45;45.6445122660956;-73.5850941174697
Introduction;2017-08-03;nuit;46;45.5989352966313;-73.5480441133462
Méfait;2017-08-03;soir;46;45.5980831397673;-73.5656905031644
Vol dans / sur véhicule à moteur;2017-08-03;jour;46;45.6085394790525;-73.5809499737411
Vol de véhicule à moteur;2017-08-03;soir;46;45.6045205543971;-73.558831796898
Introduction;2017-08-03;soir;48;45.6000318338584;-73.5148286009091
Introduction;2017-08-03;jour;48;45.6061857779073;-73.5304864873961
Vol dans / sur véhicule à moteur;2017-08-03;jour;48;45.5951163154798;-73.5095116605832
Vol de véhicule à moteur;2017-08-03;nuit;48;45.6021241815491;-73.5219012605533
Vols qualifiés;2017-08-03;jour;48;45.6103050016006;-73.5131605619664
Introduction;2017-08-02;jour;3;45.4520823283717;-73.8872037005997
Introduction;2017-08-02;soir;4;45.4743504886722;-73.8534716855251
Introduction;2017-08-02;jour;7;45.5008325127009;-73.6997179657074
Introduction;2017-08-02;jour;7;45.4823754183087;-73.7231351334832
Méfait;2017-08-02;jour;7;45.5305431720798;-73.6669443613491
Vol de véhicule à moteur;2017-08-02;nuit;7;45.4823754183087;-73.7231351334832
Vol de véhicule à moteur;2017-08-02;nuit;7;45.4807162777385;-73.6980490143724
Introduction;2017-08-02;soir;8;45.4418584558264;-73.6875128481513
Introduction;2017-08-02;soir;8;45.442645773467;-73.6875454194309
Vol de véhicule à moteur;2017-08-02;jour;8;45.4479826821742;-73.6636184869341
Vols qualifiés;2017-08-02;nuit;8;45.4453654133078;-73.6441225270055
Introduction;2017-08-02;soir;9;45.479890721566;-73.6440289745696
Méfait;2017-08-02;jour;9;45.4660089881624;-73.6534457929373
Méfait;2017-08-02;jour;10;45.5285283757391;-73.7100337031762
Vol dans / sur véhicule à moteur;2017-08-02;soir;11;45.4788895177208;-73.6189842912631
Introduction;2017-08-02;nuit;12;45.4913257041616;-73.5805536849576
Introduction;2017-08-02;soir;12;45.4945625843925;-73.580535141223
Introduction;2017-08-02;soir;12;45.4945625843925;-73.580535141223
Vol dans / sur véhicule à moteur;2017-08-02;jour;12;45.4923020167568;-73.5795148634935
Introduction;2017-08-02;jour;13;45.4319505310553;-73.6213530325385
Vols qualifiés;2017-08-02;soir;13;45.4288766413714;-73.60911993585
Vols qualifiés;2017-08-02;jour;13;45.431026120707;-73.635206065688
Méfait;2017-08-02;soir;15;1;1
Vol de véhicule à moteur;2017-08-02;jour;15;45.4792200578066;-73.5561136182579
Vol de véhicule à moteur;2017-08-02;nuit;15;45.4792200578066;-73.5561136182579
Introduction;2017-08-02;soir;16;45.4469175049321;-73.5771461837834
Vol de véhicule à moteur;2017-08-02;nuit;16;45.4597107339344;-73.5495989404753
Introduction;2017-08-02;soir;21;45.5117923498121;-73.5591620550348
Méfait;2017-08-02;soir;21;45.5165738415844;-73.5599285914212
Méfait;2017-08-02;jour;21;45.5027459406651;-73.5552938753064
Vol dans / sur véhicule à moteur;2017-08-02;jour;21;45.5064886456848;-73.556366116911
Vols qualifiés;2017-08-02;soir;21;45.5193913153865;-73.5634111281973
Vols qualifiés;2017-08-02;soir;21;45.517030687683;-73.5595217380395
Vols qualifiés;2017-08-02;nuit;21;45.5121754058988;-73.5617915240921
Vols qualifiés;2017-08-02;nuit;21;45.5121754058988;-73.5617915240921
Introduction;2017-08-02;soir;22;45.5216656761408;-73.5526480774343
Introduction;2017-08-02;nuit;22;45.5324262869219;-73.5494248692363
Méfait;2017-08-02;soir;22;45.5317135692331;-73.5609215285818
Introduction;2017-08-02;jour;23;45.549505760705;-73.5417344357396
Introduction;2017-08-02;jour;24;45.5158822345241;-73.5944552433662
Introduction;2017-08-02;jour;26;45.5036638895984;-73.6514691932089
Méfait;2017-08-02;jour;26;1;1
Introduction;2017-08-02;nuit;27;45.5774117477734;-73.6498490412609
Introduction;2017-08-02;soir;27;45.553550840313;-73.6654359050329
Méfait;2017-08-02;jour;27;45.5572156652902;-73.6632748422415
Vols qualifiés;2017-08-02;jour;27;45.5481627122881;-73.6488491251761
Introduction;2017-08-02;soir;30;45.5704096005191;-73.6327434178906
Vol dans / sur véhicule à moteur;2017-08-02;jour;30;45.5655212630382;-73.5957504845759
Vol dans / sur véhicule à moteur;2017-08-02;jour;30;45.5554362979158;-73.6004188246213
Méfait;2017-08-02;jour;31;45.549719923438;-73.6054327840495
Vol de véhicule à moteur;2017-08-02;jour;31;45.5409897621829;-73.6265291781121
Introduction;2017-08-02;nuit;35;45.5435574825287;-73.6011975080548
Méfait;2017-08-02;soir;35;45.5287714977359;-73.6016265376557
Vol dans / sur véhicule à moteur;2017-08-02;soir;35;45.5423372106198;-73.607170400355
Méfait;2017-08-02;jour;38;45.5270249792612;-73.5801276593556
Vol dans / sur véhicule à moteur;2017-08-02;jour;38;45.5273671481771;-73.5797991320871
Vols qualifiés;2017-08-02;jour;38;45.5268592666016;-73.5698586317947
Introduction;2017-08-02;soir;39;45.6023705561212;-73.6256325652171
Vol dans / sur véhicule à moteur;2017-08-02;soir;39;45.5887310055248;-73.6349470178215
Vol de véhicule à moteur;2017-08-02;jour;39;45.6017566880216;-73.6197564763473
Vols qualifiés;2017-08-02;soir;39;45.6230946288119;-73.6226536380072
Introduction;2017-08-02;jour;42;45.5827987285345;-73.5818949088382
Vol dans / sur véhicule à moteur;2017-08-02;jour;44;45.5705128409088;-73.5727966414543
Vol de véhicule à moteur;2017-08-02;nuit;44;45.5671662919554;-73.5756894349506
Vol de véhicule à moteur;2017-08-02;jour;44;45.566660371937;-73.5809875735205
Introduction;2017-08-02;soir;45;45.6340132276731;-73.583203607479
Méfait;2017-08-02;jour;45;45.6465046847691;-73.5832744928362
Vol dans / sur véhicule à moteur;2017-08-02;jour;46;45.6098011395762;-73.5550817947431
Introduction;2017-08-02;soir;48;45.5872090435017;-73.5542338274078
Introduction;2017-08-02;jour;48;45.576430498405;-73.553270352858
Vol dans / sur véhicule à moteur;2017-08-02;soir;48;45.5761509619126;-73.5379012164291
Méfait;2017-08-01;soir;1;45.4560615337727;-73.8622705773175
Introduction;2017-08-01;jour;3;45.4877932390932;-73.8769356389049
Introduction;2017-08-01;soir;5;45.4455559586939;-73.7259829674448
Méfait;2017-08-01;jour;5;45.4672558550581;-73.7881184166972
Méfait;2017-08-01;soir;5;45.4423495117564;-73.7474850452399
Vol dans / sur véhicule à moteur;2017-08-01;jour;5;45.4542508230156;-73.7359877037905
Vol de véhicule à moteur;2017-08-01;jour;5;45.4415479199987;-73.7445912691784
Vol de véhicule à moteur;2017-08-01;jour;5;45.4437936711129;-73.7408658383188
Vol de véhicule à moteur;2017-08-01;jour;5;45.4850640281507;-73.7819907171252
Introduction;2017-08-01;jour;7;45.5078557046019;-73.6947572347968
Méfait;2017-08-01;jour;7;45.5272110364498;-73.6912506485378
Vol dans / sur véhicule à moteur;2017-08-01;nuit;7;45.4807162777385;-73.6980490143724
Vol de véhicule à moteur;2017-08-01;jour;7;45.5244060297308;-73.6805373963795
Introduction;2017-08-01;jour;8;45.4721498978435;-73.7093938962614
Méfait;2017-08-01;soir;8;45.4486379688437;-73.6483184304697
Introduction;2017-08-01;jour;9;45.4833212154592;-73.6528170925468
Vol dans / sur véhicule à moteur;2017-08-01;jour;10;45.5323826869493;-73.6981343833209
Vol de véhicule à moteur;2017-08-01;nuit;10;45.5341680717378;-73.6935803132821
Introduction;2017-08-01;soir;11;45.4690553257548;-73.6372897556252
Méfait;2017-08-01;soir;11;45.4738728162832;-73.6045243762723
Méfait;2017-08-01;jour;11;45.469980955364;-73.6081876329057
Vol dans / sur véhicule à moteur;2017-08-01;soir;11;45.4646896574475;-73.6454743191133
Vol dans / sur véhicule à moteur;2017-08-01;jour;11;45.4683727744861;-73.6355326184151
Vol dans / sur véhicule à moteur;2017-08-01;soir;11;45.4683727744861;-73.6355326184151
Introduction;2017-08-01;jour;12;45.4945625843925;-73.580535141223
Vols qualifiés;2017-08-01;jour;12;45.4935747864895;-73.5817045498926
Introduction;2017-08-01;soir;13;45.4306422679592;-73.6472664474696
Méfait;2017-08-01;jour;13;45.43197141077;-73.6363700303621
Méfait;2017-08-01;nuit;13;45.4381171953911;-73.6237747255107
Introduction;2017-08-01;nuit;15;45.4851161563068;-73.5584479360101
Introduction;2017-08-01;soir;15;1;1
Introduction;2017-08-01;jour;15;45.477125003334;-73.5715474673173
Méfait;2017-08-01;soir;15;45.4778731664299;-73.5590947253677
Méfait;2017-08-01;jour;15;45.4620788456658;-73.5924676237791
Méfait;2017-08-01;soir;15;45.4884908134899;-73.5727358415423
Méfait;2017-08-01;jour;16;45.4514063899446;-73.5723715668831
Méfait;2017-08-01;jour;21;45.5103388254714;-73.5634071565491
Méfait;2017-08-01;nuit;21;45.5121384141168;-73.5569783083182
Vol dans / sur véhicule à moteur;2017-08-01;nuit;21;45.515813358143;-73.5568857138268
Vol de véhicule à moteur;2017-08-01;soir;21;45.506596269418;-73.5530152358995
Vol dans / sur véhicule à moteur;2017-08-01;soir;22;45.5313965426927;-73.5488720564193
Introduction;2017-08-01;nuit;23;45.549505760705;-73.5417344357396
Introduction;2017-08-01;soir;24;45.5241021076304;-73.6143326522415
Introduction;2017-08-01;soir;24;45.5170164314587;-73.6265952442359
Méfait;2017-08-01;nuit;24;45.5203761110449;-73.6149891305251
Introduction;2017-08-01;jour;26;45.502677571709;-73.644587715176
Méfait;2017-08-01;nuit;26;45.4999879665331;-73.6614997894397
Méfait;2017-08-01;soir;26;45.5091581775257;-73.6243848664036
Introduction;2017-08-01;jour;30;45.563103540861;-73.6066932676671
Introduction;2017-08-01;jour;30;45.5654500797235;-73.592359431203
Méfait;2017-08-01;jour;31;45.5517920054924;-73.6084563091815
Vol dans / sur véhicule à moteur;2017-08-01;jour;31;45.5411090594714;-73.6416345468125
Vol de véhicule à moteur;2017-08-01;nuit;31;45.5455180596822;-73.6347478981324
Introduction;2017-08-01;jour;33;45.5296697193112;-73.6197513750637
Introduction;2017-08-01;nuit;35;45.5438919752525;-73.6107183250359
Introduction;2017-08-01;soir;38;45.528808786528;-73.5636524082668
Introduction;2017-08-01;jour;38;45.5213064788939;-73.5753698828266
Méfait;2017-08-01;jour;38;45.5352296308815;-73.561596912704
Méfait;2017-08-01;jour;38;45.5251983304771;-73.5750429170212
Introduction;2017-08-01;soir;39;45.5964861702234;-73.6216735326767
Vol dans / sur véhicule à moteur;2017-08-01;jour;39;45.6028733349345;-73.6351174955662
Vol dans / sur véhicule à moteur;2017-08-01;jour;39;45.6195322647931;-73.6284863230803
Vol dans / sur véhicule à moteur;2017-08-01;nuit;39;45.5948139105344;-73.6298954439652
Introduction;2017-08-01;soir;42;45.5754789273289;-73.5872311701965
Introduction;2017-08-01;soir;42;45.5804547395079;-73.5994268146441
Méfait;2017-08-01;soir;42;45.5726848336741;-73.5816041400595
Vol dans / sur véhicule à moteur;2017-08-01;soir;42;45.5824787426556;-73.6001319858669
Vol de véhicule à moteur;2017-08-01;soir;42;45.57241461946;-73.5808500139341
Vol de véhicule à moteur;2017-08-01;jour;42;45.5794835136757;-73.6103379618205
Introduction;2017-08-01;soir;44;45.569334189377;-73.563289066176
Méfait;2017-08-01;jour;45;45.6488691344213;-73.5702706762465
Introduction;2017-08-01;soir;48;45.5938057450143;-73.5159473736525
Introduction;2017-08-01;jour;48;45.5947983030146;-73.538352852441
Introduction;2017-08-01;soir;48;45.5839781458193;-73.5328578879768
Méfait;2017-08-01;soir;48;45.5987604827135;-73.5189254797781
Vol de véhicule à moteur;2017-08-01;nuit;48;45.5717196651625;-73.5368655773138
Vol de véhicule à moteur;2017-08-01;jour;49;45.6782721547542;-73.4903445866793
Vols qualifiés;2017-08-01;jour;49;45.6538905908505;-73.5104646223215
Méfait;2017-07-31;soir;1;45.4042764743263;-73.9535078196314
Vols qualifiés;2017-07-31;soir;1;45.4028268711003;-73.9484029037909
Introduction;2017-07-31;jour;5;45.4850640281507;-73.7819907171252
Introduction;2017-07-31;soir;5;45.4398746784298;-73.7358544018619
Vol dans / sur véhicule à moteur;2017-07-31;jour;5;45.458883039631;-73.817935466645
Introduction;2017-07-31;nuit;7;45.5127837346308;-73.6932415286806
Introduction;2017-07-31;nuit;7;45.5127837346308;-73.6932415286806
Introduction;2017-07-31;jour;7;45.5256666899224;-73.6888022081582
Introduction;2017-07-31;jour;7;45.4987944549737;-73.6913716677907
Vol dans / sur véhicule à moteur;2017-07-31;soir;7;45.5279204835059;-73.6749594592869
Vol de véhicule à moteur;2017-07-31;jour;7;45.524798347007;-73.6690246486484
Vol de véhicule à moteur;2017-07-31;jour;7;45.4807162777385;-73.6980490143724
Vol de véhicule à moteur;2017-07-31;soir;7;45.483484311227;-73.6948639733438
Introduction;2017-07-31;jour;8;45.4597102372013;-73.7040057852805
Méfait;2017-07-31;jour;8;45.4385910864403;-73.6934504387016
Vol de véhicule à moteur;2017-07-31;nuit;8;45.4386173866796;-73.7164085705044
Méfait;2017-07-31;jour;9;45.4757872770997;-73.6527753296931
Vol dans / sur véhicule à moteur;2017-07-31;jour;9;45.4852615874617;-73.6552609145275
Introduction;2017-07-31;jour;11;45.4675009070961;-73.643299344239
Méfait;2017-07-31;jour;11;45.4539994302557;-73.6352290895726
Vol dans / sur véhicule à moteur;2017-07-31;soir;11;45.4781988231152;-73.6301638752014
Vol dans / sur véhicule à moteur;2017-07-31;jour;11;45.4625618445299;-73.6423839135567
Vol dans / sur véhicule à moteur;2017-07-31;jour;12;45.4857572368624;-73.5977125754051
Vol dans / sur véhicule à moteur;2017-07-31;jour;12;45.4945625843925;-73.580535141223
Vols qualifiés;2017-07-31;jour;12;45.4935699419289;-73.5844193626898
Méfait;2017-07-31;soir;13;45.4283733253429;-73.6482781286419
Vol dans / sur véhicule à moteur;2017-07-31;jour;13;1;1
Introduction;2017-07-31;jour;15;45.4694038766081;-73.5888398551313
Introduction;2017-07-31;soir;15;45.4815799177329;-73.5693179233771
Vol dans / sur véhicule à moteur;2017-07-31;jour;15;45.4560004677994;-73.6004684327059
Vol dans / sur véhicule à moteur;2017-07-31;nuit;15;45.4798788756084;-73.5819678113575
Méfait;2017-07-31;soir;16;45.4704039396086;-73.5695998442458
Vol dans / sur véhicule à moteur;2017-07-31;jour;16;45.4722208103916;-73.569811919098
Vol dans / sur véhicule à moteur;2017-07-31;soir;16;45.4578568304518;-73.5674530788803
Vol de véhicule à moteur;2017-07-31;jour;16;45.4703642890241;-73.5682029764647
Méfait;2017-07-31;jour;21;45.5118169254764;-73.5309997075272
Méfait;2017-07-31;soir;21;45.5047965957869;-73.5623150107714
Vols qualifiés;2017-07-31;jour;21;45.515456884301;-73.5589306937217
Introduction;2017-07-31;soir;22;45.5274777834295;-73.551904858459
Introduction;2017-07-31;soir;23;45.5436950286628;-73.543340654223
Méfait;2017-07-31;jour;23;45.5405961470788;-73.5516834527632
Méfait;2017-07-31;jour;23;45.5452878358346;-73.5374160568016
Introduction;2017-07-31;soir;24;45.5119977009225;-73.6066310002328
Introduction;2017-07-31;jour;24;1;1
Vol dans / sur véhicule à moteur;2017-07-31;soir;24;45.518072937551;-73.5972171722061
Vols qualifiés;2017-07-31;soir;26;45.4995512382571;-73.629256952499
Introduction;2017-07-31;jour;27;45.5485852347392;-73.6786798446032
Introduction;2017-07-31;soir;27;45.5703469443217;-73.6585410293271
Introduction;2017-07-31;soir;30;45.581990137451;-73.6261990445441
Méfait;2017-07-31;soir;30;45.5762482562835;-73.6275245693782
Introduction;2017-07-31;soir;31;45.5391452511814;-73.6173031173719
Méfait;2017-07-31;jour;31;45.5455180596822;-73.6347478981324
Vols qualifiés;2017-07-31;nuit;31;45.5463481101997;-73.6035460564931
Introduction;2017-07-31;soir;33;45.5290403738601;-73.6252704807579
Introduction;2017-07-31;nuit;35;45.5343944134907;-73.612362318999
Vol de véhicule à moteur;2017-07-31;jour;35;45.5407192753879;-73.5989015201145
Introduction;2017-07-31;nuit;38;45.5283038816826;-73.5847818240338
Introduction;2017-07-31;soir;38;45.523190471126;-73.5716547352415
Introduction;2017-07-31;jour;38;45.5364884761458;-73.5711823891361
Introduction;2017-07-31;jour;38;45.5331219667112;-73.5793745931295
Vol dans / sur véhicule à moteur;2017-07-31;soir;38;45.5316757495477;-73.5923144794208
Vol dans / sur véhicule à moteur;2017-07-31;nuit;38;45.5239634969755;-73.5829190651958
Vol de véhicule à moteur;2017-07-31;nuit;38;45.5283038816826;-73.5847818240338
Méfait;2017-07-31;nuit;39;45.6220453778366;-73.6241383361405
Méfait;2017-07-31;soir;39;45.6074421681335;-73.6208971680002
Vol dans / sur véhicule à moteur;2017-07-31;jour;39;45.6016137821086;-73.6270978250283
Vol de véhicule à moteur;2017-07-31;jour;39;45.5906260983131;-73.6277967417686
Vol de véhicule à moteur;2017-07-31;soir;39;45.5858232723396;-73.6352330224508
Méfait;2017-07-31;soir;42;45.5975683946132;-73.6006839626846
Méfait;2017-07-31;soir;42;45.5975683946132;-73.6006839626846
Introduction;2017-07-31;jour;44;45.5471895364581;-73.5697497895839
Introduction;2017-07-31;jour;44;45.5475312312341;-73.5752507428758
Introduction;2017-07-31;jour;44;45.5465345753068;-73.5719223056053
Méfait;2017-07-31;jour;44;45.5577257641898;-73.5839379240772
Méfait;2017-07-31;jour;44;45.5533148517821;-73.5718554250697
Vol de véhicule à moteur;2017-07-31;jour;44;45.54738556943;-73.5881775297542
Vol de véhicule à moteur;2017-07-31;jour;44;45.5559549908292;-73.5636051982461
Introduction;2017-07-31;jour;45;45.6337905056532;-73.605464192977
Introduction;2017-07-31;soir;48;45.5961083527373;-73.5243175928604
Introduction;2017-07-31;nuit;48;45.5909096119799;-73.5097723938128
Vol dans / sur véhicule à moteur;2017-07-31;soir;48;45.5950461767675;-73.5260346848977
Vol dans / sur véhicule à moteur;2017-07-31;jour;48;45.5964722094191;-73.5228691878008
Vol de véhicule à moteur;2017-07-31;jour;48;45.5738360895499;-73.5354099875571
Vol de véhicule à moteur;2017-07-31;jour;48;45.5738360895499;-73.5354099875571
Vol de véhicule à moteur;2017-07-31;jour;48;45.6082950367374;-73.5303421819746
Introduction;2017-07-30;jour;1;45.4032720217711;-73.9503769320627
Vols qualifiés;2017-07-30;nuit;4;45.4902704530294;-73.8028666587444
Vols qualifiés;2017-07-30;nuit;4;45.5016232000681;-73.7875370685462
Introduction;2017-07-30;soir;7;45.5270480652519;-73.6720785943192
Méfait;2017-07-30;soir;7;45.5053681929288;-73.680169491743
Vol dans / sur véhicule à moteur;2017-07-30;jour;7;45.5196875419492;-73.6693659243158
Vols qualifiés;2017-07-30;nuit;7;45.5138222781556;-73.7203603108617
Méfait;2017-07-30;soir;9;45.4737552522792;-73.6446382097734
Vol dans / sur véhicule à moteur;2017-07-30;jour;9;45.4701996159817;-73.6514185010863
Introduction;2017-07-30;soir;10;45.5291112899771;-73.7184312559237
Vol dans / sur véhicule à moteur;2017-07-30;jour;10;45.5333202047901;-73.6571728134822
Méfait;2017-07-30;jour;11;45.4712048950657;-73.6019637877536
Vol dans / sur véhicule à moteur;2017-07-30;nuit;11;45.4619108703857;-73.6428923582965
Vol de véhicule à moteur;2017-07-30;jour;11;45.4635420720775;-73.6378398340566
Introduction;2017-07-30;nuit;13;45.4172562109172;-73.6442937053369
Méfait;2017-07-30;jour;13;45.432731982663;-73.5886358344363
Méfait;2017-07-30;soir;13;45.422887624651;-73.6508164260903
Méfait;2017-07-30;nuit;15;45.4864111323427;-73.5783205814234
Vol de véhicule à moteur;2017-07-30;soir;15;45.4731928439579;-73.5883472745368
Vols qualifiés;2017-07-30;soir;16;45.4525222535562;-73.5722954778301
Vol dans / sur véhicule à moteur;2017-07-30;jour;20;45.5015885729286;-73.5740050201532
Vol dans / sur véhicule à moteur;2017-07-30;jour;20;45.5002049622656;-73.5856730658368
Vol dans / sur véhicule à moteur;2017-07-30;jour;20;45.5025016338848;-73.5837537574563
Vol dans / sur véhicule à moteur;2017-07-30;soir;20;45.5042887267159;-73.5687275464456
Vol dans / sur véhicule à moteur;2017-07-30;nuit;20;45.5009375750978;-73.570748435775
Vol dans / sur véhicule à moteur;2017-07-30;soir;21;45.5081045602686;-73.5599620150942
Vol dans / sur véhicule à moteur;2017-07-30;jour;21;45.5131094990401;-73.5620671965286
Vols qualifiés;2017-07-30;soir;21;45.5118793560232;-73.5680944891291
Vols qualifiés;2017-07-30;soir;21;45.5146421264368;-73.5596696104885
Vols qualifiés;2017-07-30;nuit;22;45.5206650199583;-73.5626470989796
Introduction;2017-07-30;nuit;24;1;1
Introduction;2017-07-30;jour;26;45.4976375975038;-73.6454065507427
Méfait;2017-07-30;soir;26;45.4830822603005;-73.6231050395636
Méfait;2017-07-30;soir;26;45.5012532104869;-73.6206786361951
Vol de véhicule à moteur;2017-07-30;nuit;26;45.4857053624712;-73.6256613726406
Vol dans / sur véhicule à moteur;2017-07-30;nuit;30;45.5693024495623;-73.6010992657256
Introduction;2017-07-30;jour;38;45.5230470458205;-73.5927719327983
Introduction;2017-07-30;jour;38;45.5108119719876;-73.5724688434587
Méfait;2017-07-30;soir;38;45.5099375314234;-73.5705447019122
Méfait;2017-07-30;jour;38;45.5167761736121;-73.5914572650228
Méfait;2017-07-30;jour;38;45.5108119719876;-73.5724688434587
Vol dans / sur véhicule à moteur;2017-07-30;nuit;38;45.5228949780258;-73.5805733152089
Vol dans / sur véhicule à moteur;2017-07-30;jour;38;45.5142837152989;-73.5757671096115
Vol dans / sur véhicule à moteur;2017-07-30;jour;38;45.5132461942145;-73.5766496326191
Vol dans / sur véhicule à moteur;2017-07-30;soir;38;45.5189500238301;-73.5665447002965
Vol dans / sur véhicule à moteur;2017-07-30;jour;38;45.527578299876;-73.5802551860373
Vol dans / sur véhicule à moteur;2017-07-30;soir;38;45.5289065076126;-73.5789115663704
Vol dans / sur véhicule à moteur;2017-07-30;jour;39;45.5844012648516;-73.6305743064833
Vol de véhicule à moteur;2017-07-30;soir;39;45.5879932058981;-73.6363509557354
Vol de véhicule à moteur;2017-07-30;nuit;39;45.6242122053104;-73.623602275009
Introduction;2017-07-30;soir;42;45.5827390069495;-73.6009121431112
Introduction;2017-07-30;jour;42;45.5899347049234;-73.5988834155257
Vol dans / sur véhicule à moteur;2017-07-30;jour;42;45.6001461673354;-73.6059185656767
Vol dans / sur véhicule à moteur;2017-07-30;jour;42;45.5740462306561;-73.585063110988
Vol de véhicule à moteur;2017-07-30;soir;42;45.5824787426556;-73.6001319858669
Introduction;2017-07-30;jour;44;45.5456195339977;-73.5666367582465
Introduction;2017-07-30;nuit;44;45.5519038828245;-73.5762560475715
Vols qualifiés;2017-07-30;jour;44;45.5485325371834;-73.5844730396776
Méfait;2017-07-30;jour;45;45.647393173604;-73.5698957138076
Vol dans / sur véhicule à moteur;2017-07-30;jour;45;45.6360009595899;-73.5985977765223
Vol de véhicule à moteur;2017-07-30;jour;45;45.6410220653839;-73.5918591704232
Vol dans / sur véhicule à moteur;2017-07-30;soir;46;45.5940319208253;-73.5495860479827
Introduction;2017-07-30;jour;48;45.5992945056203;-73.5123327638676
Introduction;2017-07-30;nuit;48;45.5792398649946;-73.5538003634033
Méfait;2017-07-30;nuit;48;45.5840733268979;-73.5549829687868
Vol dans / sur véhicule à moteur;2017-07-30;nuit;48;45.6037590830059;-73.5104088915665
Vol dans / sur véhicule à moteur;2017-07-30;jour;48;45.6080954184801;-73.5208220793141
Vol de véhicule à moteur;2017-07-30;soir;48;45.5827675534282;-73.5430334137262
Introduction;2017-07-30;soir;49;45.6303104763268;-73.5004793268836
Méfait;2017-07-30;soir;49;45.6369882541048;-73.4917228352194
Vol dans / sur véhicule à moteur;2017-07-30;jour;49;45.6442472331134;-73.4950559357328
Vol de véhicule à moteur;2017-07-29;jour;3;45.4926055649238;-73.84107554785
Méfait;2017-07-29;jour;4;45.497698295575;-73.7854353401964
Vol dans / sur véhicule à moteur;2017-07-29;jour;5;45.4660194208191;-73.820916081741
Vol de véhicule à moteur;2017-07-29;jour;7;45.4807162777385;-73.6980490143724
Vol de véhicule à moteur;2017-07-29;soir;7;45.4807162777385;-73.6980490143724
Vol de véhicule à moteur;2017-07-29;jour;7;45.5255172307904;-73.693403216317
Méfait;2017-07-29;soir;8;45.4459587945564;-73.6781356456713
Méfait;2017-07-29;jour;11;45.4712048950657;-73.6019637877536
Vol dans / sur véhicule à moteur;2017-07-29;jour;11;45.4713035804559;-73.6450641809671
Vol de véhicule à moteur;2017-07-29;soir;11;45.4705362873725;-73.6317497715842
Introduction;2017-07-29;jour;12;45.4928169509047;-73.5804302609962
Vols qualifiés;2017-07-29;nuit;13;1;1
Méfait;2017-07-29;jour;15;45.4589505606468;-73.5927479323432
Vol dans / sur véhicule à moteur;2017-07-29;jour;15;45.45999163503;-73.5848995596109
Introduction;2017-07-29;soir;16;45.4648095635796;-73.5650484593353
Méfait;2017-07-29;soir;20;45.5047344032779;-73.5683185997373
Méfait;2017-07-29;soir;20;45.5032359622469;-73.5668817385197
